registration,model_code,model_text,country_code,production_date,owner_icao
B-5582,B738,Boeing 737-89L,CN,2011-06-01,CCA
B-5583,B738,Boeing 737-89L,CN,2011-08-01,CCA
B-5585,B738,Boeing 737-89L,CN,2011-08-01,CCA
B-5589,B738,Boeing 737-89P,CN,2012-06-01,CES
B-5590,B738,Boeing 737-85N,CN,2011-06-01,CDG
B-5591,B738,Boeing 737-8HX,CN,2011-07-01,CDG
B-5592,B738,Boeing 737-8HX,CN,2011-08-01,CDG
B-5593,B738,Boeing 737-85N,CN,2011-08-01,CDG
B-5601,B738,Boeing 737-86N,CN,2011-07-01,CXA
B-5602,B738,Boeing 737-86N,CN,2011-06-01,CXA
B-5603,B738,Boeing 737-86N,CN,2011-04-01,HBH
B-5605,B738,Boeing 737-86N,CN,2011-05-01,HBH
B-5607,B738,Boeing 737-87L,CN,2011-04-01,CSZ
B-5608,B738,Boeing 737-87L,CN,2011-05-01,CSZ
B-5610,B738,Boeing 737-86D,CN,2011-08-01,CSH
B-5611,B738,Boeing 737-84P,CN,2011-09-01,CHH
B-5612,B738,Boeing 737-87L,CN,2011-06-01,CSZ
B-5615,B738,Boeing 737-87L,CN,2011-08-01,CSZ
B-5616,B738,Boeing 737-87L,CN,2011-08-01,CSZ
B-5617,B738,Boeing 737-87L,CN,2011-09-01,CSZ
B-5618,B738,Boeing 737-87L,CN,2011-10-01,CSZ
B-5619,B738,Boeing 737-89L,CN,2011-11-01,CSZ
B-5620,B738,Boeing 737-84P,CN,2011-07-01,CHH
B-5621,B738,Boeing 737-89L,CN,2011-11-01,CCA
B-5622,B738,Boeing 737-89L,CN,2011-11-01,CCA
B-5623,B738,Boeing 737-84P,CN,2011-11-01,CHH
B-5625,B738,Boeing 737-84P,CN,2011-10-01,CHH
B-5626,B738,Boeing 737-8HX,CN,2012-01-01,CDG
B-5627,B738,Boeing 737-85N,CN,2011-12-01,CDG
B-5628,B738,Boeing 737-85N,CN,2012-02-01,CDG
B-5629,B738,Boeing 737-85N,CN,2012-03-01,CDG
B-5630,B738,Boeing 737-85C,CN,2012-01-01,CXA
B-5631,B738,Boeing 737-85C,CN,2012-02-01,CXA
B-5632,B738,Boeing 737-85C,CN,2012-03-01,CXA
B-5633,B738,Boeing 737-85C,CN,2012-03-01,CXA
B-5635,B738,Boeing 737-85C,CN,2012-04-01,CXA
B-5636,B738,Boeing 737-84P,CN,2012-01-01,CHH
B-5637,B738,Boeing 737-84P,CN,2012-02-01,CHH
B-5638,B738,Boeing 737-84P,CN,2012-03-01,CHH
B-5639,B738,Boeing 737-89L,CN,2012-04-01,CCD
B-5640,B738,Boeing 737-81B,CN,2012-03-01,CSN
B-5641,B738,Boeing 737-81B,CN,2012-01-01,CSN
B-5642,B738,Boeing 737-89L,CN,2012-05-01,CCD
B-5648,B738,Boeing 737-85N,CN,2012-04-01,CDG
B-5649,B738,Boeing 737-85N,CN,2012-05-01,CDG
B-5650,B738,Boeing 737-85N,CN,2012-06-01,CDG
B-5651,B738,Boeing 737-85N,CN,2012-08-01,CDG
B-5652,B738,Boeing 737-85N,CN,2012-11-01,CDG
B-5653,B738,Boeing 737-85C,CN,2012-07-01,CXA
B-5655,B738,Boeing 737-85C,CN,2012-07-01,CXA
B-5656,B738,Boeing 737-85C,CN,2012-07-01,CXA
B-5657,B738,Boeing 737-85C,CN,2012-08-01,CXA
B-5658,B738,Boeing 737-85C,CN,2012-08-01,CXA
B-5659,B738,Boeing 737-85C,CN,2012-09-01,CXA
B-5660,B738,Boeing 737-85C,CN,2012-10-01,HBH
B-5661,B738,Boeing 737-84P,CN,2012-03-01,CHH
B-5662,B738,Boeing 737-84P,CN,2012-05-01,CHH
B-5665,B738,Boeing 737-8HX,CN,2012-03-01,CUA
B-5670,B738,Boeing 737-87L,CN,2012-04-01,CSZ
B-5671,B738,Boeing 737-87L,CN,2012-07-01,CSZ
B-5672,B738,Boeing 737-87L,CN,2012-08-01,KNA
B-5673,B738,Boeing 737-87L,CN,2012-08-01,CSZ
B-5675,B738,Boeing 737-81B,CN,2012-08-01,CSN
B-5677,B738,Boeing 737-81B,CN,2012-09-01,CSN
B-5678,B738,Boeing 737-81B,CN,2012-08-01,CSN
B-5679,B738,Boeing 737-89L,CN,2012-07-01,CCA
B-5681,B738,Boeing 737-89L,CN,2012-09-01,CCD
B-5682,B738,Boeing 737-89L,CN,2012-10-01,CCA
B-5683,B738,Boeing 737-86N,CN,2012-06-01,CES
B-5686,B738,Boeing 737-84P,CN,2012-08-01,CHH
B-5687,B738,Boeing 737-84P,CN,2012-08-01,CHH
B-5688,B738,Boeing 737-85C,CN,2013-11-01,CXA
B-5689,B738,Boeing 737-89P,CN,2014-10-01,CES
B-5690,B738,Boeing 737-87L,CN,2012-08-01,CSZ
B-5691,B738,Boeing 737-86N,CN,2012-09-01,CSH
B-5692,B738,Boeing 737-89P,CN,2012-10-01,YZR
B-5696,B738,Boeing 737-89L,CN,2012-11-01,CCA
B-5698,B738,Boeing 737-81B,CN,2012-10-01,CSN
B-5701,B738,Boeing 737-89P,CN,2012-09-01,CES
B-5702,B738,Boeing 737-87L,CN,2012-11-01,KNA
B-5703,B738,Boeing 737-89P,CN,2012-08-01,CSH
B-5705,B738,Boeing 737-89P,CN,2012-09-01,CSH
B-5706,B738,Boeing 737-85C,CN,2013-01-01,CXA
B-5707,B738,Boeing 737-85C,CN,2013-03-01,CXA
B-5708,B738,Boeing 737-85C,CN,2013-02-01,CXA
B-5709,B738,Boeing 737-808,CN,2006-11-01,CHH
B-5712,B738,Boeing 737-84P,CN,2013-02-01,CHH
B-5713,B738,Boeing 737-84P,CN,2013-03-01,CHH
B-5716,B738,Boeing 737-81B,CN,2012-12-01,CSN
B-5718,B738,Boeing 737-81B,CN,2013-02-01,CSN
B-5719,B738,Boeing 737-81B,CN,2013-02-01,CSN
B-5721,B738,Boeing 737-81B,CN,2013-03-01,CSN
B-5723,B738,Boeing 737-85N,CN,2013-01-01,CDG
B-5725,B738,Boeing 737-85N,CN,2013-02-01,CDG
B-5726,B738,Boeing 737-85N,CN,2013-02-01,CDG
B-5727,B738,Boeing 737-85N,CN,2013-03-01,CDG
B-5728,B738,Boeing 737-89L,CN,2013-05-01,CDG
B-5729,B738,Boeing 737-89L,CN,2013-04-01,CCD
B-5730,B738,Boeing 737-86D,CN,2013-01-01,CSH
B-5731,B738,Boeing 737-89P,CN,2013-01-01,CES
B-5732,B738,Boeing 737-84P,CN,2007-08-01,LKE
B-5733,B738,Boeing 737-84P,CN,2010-03-01,CHH
B-5735,B738,Boeing 737-84P,CN,2010-05-01,CHH
B-5737,B738,Boeing 737-87L,CN,2013-05-01,CSZ
B-5740,B738,Boeing 737-81B,CN,2013-03-01,CSN
B-5742,B738,Boeing 737-81B,CN,2013-05-01,CSN
B-5743,B738,Boeing 737-81B,CN,2013-05-01,CSN
B-5745,B738,Boeing 737-81B,CN,2013-06-01,CSN
B-5746,B738,Boeing 737-81B,CN,2013-06-01,CSN
B-5748,B738,Boeing 737-81B,CN,2013-04-01,CSN
B-5750,B738,Boeing 737-85C,CN,2013-05-01,CXA
B-5751,B738,Boeing 737-85C,CN,2013-04-01,CXA
B-5752,B738,Boeing 737-85C,CN,2013-05-01,CXA
B-5753,B738,Boeing 737-85C,CN,2013-03-01,HBH
B-5755,B738,Boeing 737-89L,CN,2013-06-01,CDG
B-5756,B738,Boeing 737-89P,CN,2013-03-01,CES
B-5757,B738,Boeing 737-89L,CN,2013-07-01,CDG
B-5758,B738,Boeing 737-89L,CN,2013-08-01,CDG
B-5761,B738,Boeing 737-81B,CN,2013-06-01,CSN
B-5762,B738,Boeing 737-81B,CN,2013-07-01,CSN
B-5766,B738,Boeing 737-81B,CN,2013-08-01,CSN
B-5767,B738,Boeing 737-81B,CN,2013-08-01,CSN
B-5771,B738,Boeing 737-87L,CN,2013-07-01,CSZ
B-5772,B738,Boeing 737-87L,CN,2013-07-01,CSZ
B-5773,B738,Boeing 737-87L,CN,2013-08-01,CSZ
B-5775,B738,Boeing 737-87L,CN,2013-09-01,CSZ
B-5776,B738,Boeing 737-87L,CN,2013-08-01,CSZ
B-5779,B738,Boeing 737-89P,CN,2013-06-01,CES
B-5780,B738,Boeing 737-89P,CN,2013-09-01,CES
B-5781,B738,Boeing 737-85N,CN,2013-05-01,CDG
B-5782,B738,Boeing 737-85N,CN,2013-05-01,CDG
B-5783,B738,Boeing 737-85N,CN,2013-06-01,CDG
B-5785,B738,Boeing 737-85N,CN,2013-08-01,CDG
B-5786,B738,Boeing 737-85N,CN,2013-07-01,CDG
B-5787,B738,Boeing 737-85N,CN,2013-10-01,CDG
B-5788,B738,Boeing 737-85C,CN,2013-06-01,CXA
B-5789,B738,Boeing 737-85C,CN,2013-06-01,CXA
B-5790,B738,Boeing 737-85C,CN,2013-07-01,CXA
B-5791,B738,Boeing 737-85C,CN,2013-07-01,CXA
B-5792,B738,Boeing 737-85C,CN,2013-07-01,CXA
B-5793,B738,Boeing 737-89L,CN,2013-08-01,CCA
B-5796,B738,Boeing 737-89P,CN,2013-08-01,CES
B-5797,B738,Boeing 737-84P,CN,2013-08-01,CHH
B-5798,B738,Boeing 737-84P,CN,2013-08-01,CHH
B-5799,B738,Boeing 737-86D,CN,2013-07-01,CSH
B-5801,B737,Boeing 737-76D,CN,2013-02-01,CSH
B-5802,B737,Boeing 737-79P,CN,2013-04-01,CES
B-5805,B737,Boeing 737-74P,CN,2013-04-01,LKE
B-5806,B737,Boeing 737-79P,CN,2013-05-01,LKE
B-5807,B737,Boeing 737-79P,CN,2013-08-01,CES
B-5808,B737,Boeing 737-79P,CN,2013-08-01,CES
B-5809,B737,Boeing 737-79P,CN,2013-10-01,CES
B-5812,B737,Boeing 737-76J,CN,2010-12-01,RLH
B-5815,B737,Boeing 737-79P,CN,2014-04-01,CES
B-5816,B737,Boeing 737-79P,CN,2014-06-01,CES
B-5817,B737,Boeing 737-79P,CN,2014-10-01,CES
B-5819,B737,Boeing 737-79P,CN,2014-02-01,CES
B-5820,B737,Boeing 737-79P,CN,2014-03-01,CES
B-58205,A21N,Airbus A321-252NX,TW,2020-12-01,SJX
B-5821,B737,Boeing 737-79P,CN,2014-08-01,CES
B-5822,B737,Boeing 737-79P,CN,2014-05-01,CES
B-5823,B737,Boeing 737-74P,CN,2014-04-01,LKE
B-5825,B737,Boeing 737-74P,CN,2014-05-01,LKE
B-5826,B737,Boeing 737-76D,CN,2015-01-01,CES
B-5827,B737,Boeing 737-76D,CN,2015-03-01,CES
B-5828,B737,Boeing 737-79P,CN,2015-02-01,CES
B-5831,B738,Boeing 737-86D,CN,2013-09-01,CSH
B-5832,B738,Boeing 737-86D,CN,2013-07-01,CSH
B-5833,B738,Boeing 737-86D,CN,2013-08-01,CSH
B-5837,B738,Boeing 737-81B,CN,2013-10-01,CSN
B-5841,B738,Boeing 737-8Q8,CN,2013-06-01,OKA
B-5842,B738,Boeing 737-86N,CN,2013-10-01,OKA
B-5843,B738,Boeing 737-86N,CN,2013-07-01,OKA
B-5845,B738,Boeing 737-85C,CN,2013-09-01,CXA
B-5846,B738,Boeing 737-85C,CN,2013-09-01,CXA
B-5847,B738,Boeing 737-85C,CN,2013-11-01,CXA
B-5848,B738,Boeing 737-89L,CN,2013-09-01,CCA
B-5849,B738,Boeing 737-89L,CN,2013-10-01,CCA
B-5850,B738,Boeing 737-89L,CN,2013-11-01,CCD
B-5851,B738,Boeing 737-89L,CN,2013-12-01,CCA
B-5852,B738,Boeing 737-84P,CN,2013-10-01,CHH
B-5853,B738,Boeing 737-84P,CN,2013-10-01,CHH
B-5855,B738,Boeing 737-84P,CN,2013-11-01,CHH
B-5856,B738,Boeing 737-89L,CN,2013-11-01,CDG
B-5859,B738,Boeing 737-87L,CN,2013-11-01,CSZ
B-5860,B738,Boeing 737-87L,CN,2013-11-01,CSZ
B-5901,A333,Airbus A330-343,CN,2012-10-01,CCA
B-5902,A332,Airbus A330-243,CN,2012-06-01,CES
B-5905,A333,Airbus A330-343,CN,2012-06-01,CHH
B-5906,A333,Airbus A330-343,CN,2012-12-01,CCA
B-5908,A332,Airbus A330-243,CN,2012-11-01,CES
B-5912,A333,Airbus A330-343,CN,2014-01-01,CCA
B-5913,A333,Airbus A330-343,CN,2014-02-01,CCA
B-5916,A333,Airbus A330-343,CN,2012-12-01,CCA
B-5917,A333,Airbus A330-323,CN,2013-01-01,CSN
B-5919,A333,Airbus A330-343,CN,2013-04-01,CCA
B-5920,A332,Airbus A330-243,CN,2012-12-01,CES
B-5921,A332,Airbus A330-243,CN,2013-02-01,CES
B-5922,A333,Airbus A330-323,CN,2013-05-01,CSN
B-5923,A333,Airbus A330-343,CN,2013-03-01,CSC
B-5925,A332,Airbus A330-243,CN,2013-06-01,CCA
B-5926,A332,Airbus A330-243,CN,2013-05-01,CES
B-5927,A332,Airbus A330-243,CN,2013-07-01,CCA
B-5928,A333,Airbus A330-323,CN,2013-06-01,CSN
B-5929,A333,Airbus A330-343,CN,2013-07-01,CSC
B-5930,A332,Airbus A330-243,CN,2013-06-01,CES
B-5931,A332,Airbus A330-243,CN,2013-07-01,CES
B-5932,A332,Airbus A330-243,CN,2013-09-01,CCA
B-5935,A333,Airbus A330-343,CN,2013-07-01,CHH
B-5937,A332,Airbus A330-243,CN,2013-11-01,CES
B-5939,A333,Airbus A330-323,CN,2013-12-01,CSN
B-5940,A333,Airbus A330-323,CN,2014-03-01,CSN
B-5941,A332,Airbus A330-243,CN,2013-12-01,CES
B-5942,A332,Airbus A330-243,CN,2014-01-01,CES
B-5943,A332,Airbus A330-243,CN,2014-03-01,CES
B-5945,A333,Airbus A330-343,CN,2014-05-01,CSC
B-5946,A333,Airbus A330-343,CN,2014-04-01,CCA
B-5947,A333,Airbus A330-343,CN,2014-06-01,CCA
B-5948,A333,Airbus A330-343,CN,2014-05-01,CCA
B-5950,A333,Airbus A330-343,CN,2014-05-01,CHH
B-5953,A333,Airbus A330-343,CN,2014-07-01,CES
B-5955,A332,Airbus A330-243,CN,2014-09-01,CHH
B-5956,A333,Airbus A330-343,CN,2014-08-01,CCA
B-5957,A333,Airbus A330-343,CN,2014-09-01,CCA
B-5960,A333,Airbus A330-343,CN,2014-10-01,CSC
B-5962,A332,Airbus A330-243,CN,2014-12-01,CES
B-5963,A332,Airbus A330-243,CN,2014-09-01,CHH
B-5966,A333,Airbus A330-323,CN,2015-03-01,CSN
B-5967,A333,Airbus A330-323,CN,2015-05-01,CSN
B-5968,A332,Airbus A330-243,CN,2015-01-01,CES
B-5969,A333,Airbus A330-343,CN,2014-12-01,CES
B-5970,A333,Airbus A330-323,CN,2015-06-01,CSN
B-5971,A333,Airbus A330-343,CN,2015-02-01,CHH
B-5972,A333,Airbus A330-343,CN,2015-04-01,CHH
B-5979,A332,Airbus A330-243,CN,2014-11-01,CHH
B-6001,A320,Airbus A320-214,CN,2003-03-01,CES
B-6002,A320,Airbus A320-214,CN,2003-04-01,CES
B-6004,A319,Airbus A319-115,CN,2005-06-01,CCA
B-6005,A320,Airbus A320-214,CN,2003-05-01,CES
B-6006,A320,Airbus A320-214,CN,2003-06-01,CES
B-6007,A320,Airbus A320-214,CN,2003-06-01,CES
B-6008,A320,Airbus A320-214,CN,2003-06-01,CES
B-6009,A320,Airbus A320-214,CN,2004-04-01,CES
B-6010,A320,Airbus A320-214,CN,2004-05-01,CES
B-6011,A320,Airbus A320-214,CN,2004-06-01,CES
B-6014,A319,Airbus A319-115,CN,2005-07-01,CCA
B-6015,B738,Boeing 737-84P,CN,2015-06-01,LKE
B-6016,B738,Boeing 737-84P,CN,2015-08-01,LKE
B-6017,B738,Boeing 737-89P,CN,2015-07-01,CES
B-601Z,CRJ9,Mitsubishi CRJ-900LR,CN,2018-07-01,HXA
B-6026,B738,Boeing 737-8SH,CN,2015-06-01,OKA
B-602A,AJ27,Comac ARJ-21-700,CN,2018-01-01,UEA
B-602C,AJ27,Comac ARJ-21-700,CN,2018-08-01,UEA
B-602P,CRJ9,Mitsubishi CRJ-900LR,CN,2018-09-01,HXA
B-6034,A319,Airbus A319-115,CN,2004-05-01,CCA
B-6035,A319,Airbus A319-115,CN,2004-08-01,CCA
B-6036,A319,Airbus A319-115,CN,2004-08-01,CCA
B-6037,A319,Airbus A319-115,CN,2004-09-01,CCA
B-6038,A319,Airbus A319-115,CN,2004-09-01,CCA
B-603M,AJ27,Comac ARJ-21-700,CN,2019-01-01,UEA
B-603N,AJ27,Comac ARJ-21-700,CN,2019-06-01,UEA
B-603P,AJ27,Comac ARJ-21-700,CN,2019-09-01,UEA
B-6043,A319,Airbus A319-133,CN,2004-10-01,CSC
B-6044,A319,Airbus A319-115,CN,2005-07-01,CCA
B-6045,A319,Airbus A319-133,CN,2004-11-01,CSC
B-6046,A319,Airbus A319-115,CN,2005-08-01,CCA
B-6047,A319,Airbus A319-115,CN,2005-08-01,CCA
B-604A,AJ27,Comac ARJ-21-700,CN,2019-10-01,UEA
B-604C,AJ27,Comac ARJ-21-700,CN,2019-11-01,UEA
B-604D,AJ27,Comac ARJ-21-700,CN,2019-11-01,UEA
B-604F,AJ27,Comac ARJ-21-700,CN,2020-02-01,
B-6054,A319,Airbus A319-133,CN,2005-07-01,CSC
B-605N,AJ27,Comac ARJ-21-700,CN,2020-05-01,UEA
B-605T,AJ27,Comac ARJ-21-700,CN,2020-03-01,CJX
B-605V,AJ27,Comac ARJ-21-700,CN,2019-10-01,CJX
B-6060,B738,Boeing 737-84P,CN,2015-07-01,CHH
B-6061,B738,Boeing 737-89P,CN,2015-07-01,CHH
B-6062,B738,Boeing 737-84P,CN,2015-07-01,CHH
B-6063,B738,Boeing 737-84P,CN,2015-08-01,CHH
B-6065,B738,Boeing 737-84P,CN,2015-08-01,CHH
B-6066,B738,Boeing 737-84P,CN,2015-09-01,CHH
B-6067,B738,Boeing 737-81B,CN,2015-09-01,CSN
B-6070,A332,Airbus A330-243,CN,2006-05-01,CCA
B-6071,A332,Airbus A330-243,CN,2005-06-01,CCA
B-6072,A332,Airbus A330-243,CN,2006-05-01,CCA
B-6081,A332,Airbus A330-243,CN,2007-04-01,CCA
B-6082,A332,Airbus A330-243,CN,2007-02-01,CES
B-6083,A333,Airbus A330-343,CN,2007-03-01,CSH
B-6085,A333,Airbus A330-343,CN,2007-04-01,CES
B-6088,A332,Airbus A330-243,CN,2008-02-01,CHH
B-6090,A332,Airbus A330-243,CN,2007-07-01,CCA
B-6091,A332,Airbus A330-243,CN,2007-09-01,CCA
B-6093,A332,Airbus A330-243,CN,2007-11-01,CCA
B-6096,A333,Airbus A330-343,CN,2007-07-01,CES
B-6097,A333,Airbus A330-343,CN,2007-08-01,CES
B-6099,A332,Airbus A330-243,CN,2008-02-01,CES
B-6101,A333,Airbus A330-343,CN,2015-10-01,CCA
B-6102,A333,Airbus A330-343,CN,2015-12-01,CCA
B-6103,B738,Boeing 737-84P,CN,2017-02-01,CHH
B-6105,B738,Boeing 737-89L,CN,2015-07-01,CCD
B-6107,B738,Boeing 737-89P,CN,2015-07-01,CSH
B-6108,B738,Boeing 737-89P,CN,2015-10-01,CSH
B-6113,A332,Airbus A330-243,CN,2007-11-01,CCA
B-6116,A332,Airbus A330-243,CN,2007-10-01,CHH
B-6117,A332,Airbus A330-243,CN,2008-01-01,CCA
B-6118,A332,Airbus A330-243,CN,2007-11-01,CHH
B-6130,A332,Airbus A330-243,CN,2008-06-01,CCA
B-6131,A332,Airbus A330-243,CN,2008-07-01,CCA
B-6132,A332,Airbus A330-243,CN,2008-07-01,CCA
B-6133,A332,Airbus A330-243,CN,2009-01-01,CHH
B-6141,B737,Boeing 737-79P,CN,2015-08-01,CES
B-6142,B737,Boeing 737-79P,CN,2015-10-01,CES
B-6143,B738,Boeing 737-89P,CN,2015-07-01,CES
B-6146,B738,Boeing 737-89P,CN,2015-09-01,CES
B-6147,B738,Boeing 737-89P,CN,2015-10-01,CES
B-6148,B738,Boeing 737-89P,CN,2015-11-01,CES
B-6149,B738,Boeing 737-89P,CN,2015-11-01,CES
B-6150,B752,Boeing 757-25F(PCF),CN,2000-05-01,CSS
B-6153,A319,Airbus A319-115,CN,2006-07-01,CSZ
B-6171,A319,Airbus A319-133,CN,2005-03-01,CSC
B-6172,A319,Airbus A319-115,CN,2007-06-01,CES
B-6173,A319,Airbus A319-133,CN,2007-04-01,CSC
B-6175,A319,Airbus A319-133,CN,2007-05-01,CSC
B-6176,A319,Airbus A319-133,CN,2007-05-01,CSC
B-6178,A319,Airbus A319-132,CN,2008-06-01,CBJ
B-6179,A319,Airbus A319-132,CN,2008-06-01,CBJ
B-6180,A319,Airbus A319-132,CN,2008-06-01,CBJ
B-6182,A319,Airbus A319-132,CN,2008-07-01,CBJ
B-6183,A319,Airbus A319-115,CN,2009-03-01,CQN
B-6185,A319,Airbus A319-133,CN,2008-10-01,CSC
B-6187,A319,Airbus A319-115,CN,2009-05-01,CQN
B-6190,A319,Airbus A319-132,CN,2009-03-01,CQN
B-6191,A319,Airbus A319-132,CN,2009-04-01,CQN
B-6192,A319,Airbus A319-132,CN,2009-01-01,CGH
B-6193,A319,Airbus A319-133,CN,2009-03-01,CGH
B-6196,A319,Airbus A319-115,CN,2006-01-01,CSZ
B-6197,A319,Airbus A319-115,CN,2006-02-01,CSZ
B-620D,AJ27,Comac ARJ-21-700,CN,2018-10-01,UEA
B-620E,AJ27,Comac ARJ-21-700,CN,2019-05-01,UEA
B-620H,AJ27,Comac ARJ-21-700,CN,2020-10-01,CJX
B-6215,A319,Airbus A319-112,CN,2005-11-01,CBJ
B-6217,A319,Airbus A319-115,CN,2006-02-01,CES
B-6218,A319,Airbus A319-115,CN,2006-04-01,CES
B-6223,A319,Airbus A319-115,CN,2006-06-01,CCA
B-6225,A319,Airbus A319-115,CN,2006-06-01,CCA
B-6226,A319,Airbus A319-115,CN,2006-07-01,CCA
B-6227,A319,Airbus A319-115,CN,2006-07-01,CCA
B-6228,A319,Airbus A319-115,CN,2006-09-01,CCA
B-6237,A319,Airbus A319-115,CN,2007-08-01,CCA
B-6238,A319,Airbus A319-115,CN,2007-09-01,CCA
B-6245,A319,Airbus A319-133,CN,2009-03-01,CBJ
B-6246,A319,Airbus A319-133,CN,2009-03-01,CQN
B-6247,A319,Airbus A319-133,CN,2009-04-01,CQN
B-6248,A319,Airbus A319-133,CN,2009-05-01,CQN
B-6249,B738,Boeing 737-89P,CN,2015-11-01,CES
B-6253,A320,Airbus A320-214,CN,2005-07-01,CSN
B-6265,A321,Airbus A321-231,CN,2006-03-01,CSN
B-6268,B738,Boeing 737-8LP,CN,2014-12-01,CUH
B-6270,A321,Airbus A321-231,CN,2006-05-01,CSN
B-6271,A321,Airbus A321-231,CN,2006-06-01,CSN
B-6277,A320,Airbus A320-232,CN,2006-02-01,CSN
B-6279,A320,Airbus A320-232,CN,2006-04-01,CSN
B-6286,A320,Airbus A320-214,CN,2006-09-01,CSZ
B-6288,A320,Airbus A320-214,CN,2006-07-01,CSN
B-6290,A320,Airbus A320-214,CN,2006-09-01,CSN
B-6291,A320,Airbus A320-214,CN,2006-10-01,CSN
B-6292,A320,Airbus A320-214,CN,2006-11-01,CSN
B-6296,A320,Airbus A320-214,CN,2006-11-01,CSZ
B-6297,A320,Airbus A320-214,CN,2006-11-01,CSZ
B-6299,B738,Boeing 737-8LW,CN,2015-07-01,HBH
B-6301,A320,Airbus A320-214,CN,2006-10-01,CQH
B-6302,A321,Airbus A321-231,CN,2006-11-01,CSN
B-6303,A320,Airbus A320-214,CN,2006-10-01,CSN
B-6308,A321,Airbus A321-231,CN,2007-04-01,CSN
B-6309,A320,Airbus A320-214,CN,2007-01-01,CQH
B-6310,A320,Airbus A320-214,CN,2007-01-01,CQH
B-6317,A321,Airbus A321-231,CN,2007-07-01,CSN
B-6318,A321,Airbus A321-231,CN,2007-09-01,CSN
B-6321,A320,Airbus A320-232,CN,2007-07-01,CSC
B-6322,A320,Airbus A320-232,CN,2007-05-01,CSC
B-6323,A320,Airbus A320-232,CN,2007-06-01,CSC
B-6325,A320,Airbus A320-232,CN,2007-07-01,CSC
B-6326,A321,Airbus A321-213,CN,2007-11-01,CCA
B-6327,A321,Airbus A321-213,CN,2007-11-01,CCA
B-6329,A321,Airbus A321-211,CN,2007-08-01,CES
B-6330,A321,Airbus A321-211,CN,2007-08-01,CES
B-6333,A320,Airbus A320-214,CN,2007-06-01,CES
B-6335,A320,Airbus A320-214,CN,2007-07-01,CES
B-6338,A320,Airbus A320-214,CN,2007-12-01,SNG
B-6339,A321,Airbus A321-231,CN,2008-04-01,CSN
B-6343,A321,Airbus A321-231,CN,2008-04-01,CSN
B-6345,A321,Airbus A321-231,CN,2008-04-01,CES
B-6346,A320,Airbus A320-232,CN,2008-04-01,CES
B-6347,A320,Airbus A320-232,CN,2008-01-01,CSC
B-6348,A320,Airbus A320-232,CN,2008-03-01,CSC
B-6351,A320,Airbus A320-214,CN,2007-12-01,CSZ
B-6352,A320,Airbus A320-214,CN,2007-12-01,CSZ
B-6353,A321,Airbus A321-231,CN,2008-06-01,CSN
B-6356,A321,Airbus A321-231,CN,2008-07-01,CSN
B-6357,A320,Airbus A320-214,CN,2008-02-01,CSZ
B-6358,A320,Airbus A320-214,CN,2008-02-01,CSZ
B-6359,A320,Airbus A320-214,CN,2008-05-01,CSZ
B-6360,A320,Airbus A320-214,CN,2008-06-01,CSZ
B-6361,A321,Airbus A321-213,CN,2008-05-01,CCA
B-6365,A321,Airbus A321-213,CN,2008-09-01,CCA
B-6367,A321,Airbus A321-211,CN,2008-08-01,CES
B-6369,A321,Airbus A321-211,CN,2008-10-01,CES
B-6375,A320,Airbus A320-232,CN,2008-10-01,CES
B-6376,A320,Airbus A320-232,CN,2008-10-01,CES
B-6377,A320,Airbus A320-214,CN,2008-08-01,CSZ
B-6378,A321,Airbus A321-231,CN,2008-09-01,CSN
B-6379,A321,Airbus A321-231,CN,2008-10-01,CSN
B-6382,A321,Airbus A321-213,CN,2008-09-01,CCA
B-6383,A321,Airbus A321-213,CN,2008-10-01,CCA
B-6385,A321,Airbus A321-213,CN,2008-11-01,CCA
B-6386,A321,Airbus A321-213,CN,2008-11-01,CCA
B-6388,A320,Airbus A320-232,CN,2009-05-01,CSC
B-6389,A321,Airbus A321-231,CN,2009-01-01,CSN
B-6392,A320,Airbus A320-214,CN,2008-11-01,CSZ
B-6396,A320,Airbus A320-214,CN,2008-08-01,
B-6397,A321,Airbus A321-231,CN,2009-01-01,CSN
B-6398,A321,Airbus A321-231,CN,2009-03-01,CSN
B-6402,A319,Airbus A319-132,CN,2009-10-01,CBJ
B-6406,A319,Airbus A319-133,CN,2009-06-01,CSC
B-6407,A319,Airbus A319-132,CN,2009-09-01,CQN
B-6410,A319,Airbus A319-133,CN,2009-08-01,CSC
B-6412,A319,Airbus A319-133,CN,2010-07-01,CHB
B-6413,A319,Airbus A319-133,CN,2010-09-01,CHB
B-6416,A319,Airbus A319-133,CN,2010-11-01,CBJ
B-6417,A319,Airbus A319-133,CN,2010-11-01,CGH
B-6419,A319,Airbus A319-133,CN,2011-07-01,CSC
B-6420,A319,Airbus A319-133,CN,2012-04-01,CHB
B-6421,A319,Airbus A319-132,CN,2012-01-01,CHB
B-6422,A319,Airbus A319-133,CN,2012-06-01,CSC
B-6423,A319,Airbus A319-115,CN,2012-10-01,CES
B-6425,A319,Airbus A319-115,CN,2012-11-01,
B-6426,A319,Airbus A319-115,CN,2012-08-01,TBA
B-6427,A319,Airbus A319-133,CN,2012-08-01,CES
B-6428,A319,Airbus A319-115,CN,2012-10-01,CES
B-6430,A319,Airbus A319-133,CN,2012-11-01,CES
B-6431,A319,Airbus A319-115,CN,2012-11-01,CES
